"","Survived","Pclass","Sex","SibSp","Parch","Cabin","Embarked","relative","not_alone","Agerange","Faregroup"
"446",1,1,1,0,2,1,0,2,0,2,1
"447",1,2,0,0,1,0,0,1,0,2,1
"448",1,1,1,0,0,0,0,0,1,4,1
"449",1,3,0,2,1,0,1,3,0,2,1
"450",1,1,1,0,0,3,0,0,1,5,1
"451",0,2,1,1,2,0,0,3,0,4,1
"452",0,3,1,1,0,0,0,1,0,3,1
"453",0,1,1,0,0,3,1,0,1,3,1
"454",1,1,1,1,0,3,1,1,0,5,2
"455",0,3,1,0,0,0,0,0,1,3,1
"456",1,3,1,0,0,0,1,0,1,3,1
"457",0,1,1,0,0,5,0,0,1,6,1
"458",1,1,0,1,0,4,0,1,0,3,1
"459",1,2,0,0,0,0,0,0,1,5,1
"460",0,3,1,0,0,0,2,0,1,3,1
"461",1,1,1,0,0,5,0,0,1,5,1
"462",0,3,1,0,0,0,0,0,1,4,1
"463",0,1,1,0,0,5,0,0,1,5,1
"464",0,2,1,0,0,0,0,0,1,5,1
"465",0,3,1,0,0,0,0,0,1,3,1
"466",0,3,1,0,0,0,0,0,1,4,1
"467",0,2,1,0,0,0,0,0,1,3,1
"468",0,1,1,0,0,0,0,0,1,5,1
"469",0,3,1,0,0,0,2,0,1,3,1
"470",1,3,0,2,1,0,1,3,0,1,1
"471",0,3,1,0,0,0,0,0,1,3,1
"472",0,3,1,0,0,0,0,0,1,4,1
"473",1,2,0,1,2,0,0,3,0,4,1
"474",1,2,0,0,0,4,1,0,1,3,1
"475",0,3,0,0,0,0,0,0,1,3,1
"476",0,1,1,0,0,1,0,0,1,3,1
"477",0,2,1,1,0,0,0,1,0,4,1
"478",0,3,1,1,0,0,0,1,0,3,1
"479",0,3,1,0,0,0,0,0,1,3,1
"480",1,3,0,0,1,0,0,1,0,1,1
"481",0,3,1,5,2,0,0,7,0,2,1
"482",0,2,1,0,0,0,0,0,1,3,1
"483",0,3,1,0,0,0,0,0,1,5,1
"484",1,3,0,0,0,0,0,0,1,6,1
"485",1,1,1,1,0,2,1,1,0,3,2
"486",0,3,0,3,1,0,0,4,0,3,1
"487",1,1,0,1,0,3,0,1,0,4,2
"488",0,1,1,0,0,2,1,0,1,5,1
"489",0,3,1,0,0,0,0,0,1,3,1
"490",1,3,1,1,1,0,0,2,0,2,1
"491",0,3,1,1,0,0,0,1,0,3,1
"492",0,3,1,0,0,0,0,0,1,3,1
"493",0,1,1,0,0,3,0,0,1,5,1
"494",0,1,1,0,0,0,1,0,1,6,1
"495",0,3,1,0,0,0,0,0,1,3,1
"496",0,3,1,0,0,0,1,0,1,3,1
"497",1,1,0,1,0,4,1,1,0,5,1
"498",0,3,1,0,0,0,0,0,1,3,1
"499",0,1,0,1,2,3,0,3,0,3,2
"500",0,3,1,0,0,0,0,0,1,3,1
"501",0,3,1,0,0,0,0,0,1,3,1
"502",0,3,0,0,0,0,2,0,1,3,1
"503",0,3,0,0,0,0,2,0,1,3,1
"504",0,3,0,0,0,0,0,0,1,4,1
"505",1,1,0,0,0,2,0,0,1,2,2
"506",0,1,1,1,0,3,1,1,0,3,2
"507",1,2,0,0,2,0,0,2,0,4,1
"508",1,1,1,0,0,0,0,0,1,3,1
"509",0,3,1,0,0,0,0,0,1,3,1
"510",1,3,1,0,0,0,0,0,1,3,1
"511",1,3,1,0,0,0,2,0,1,3,1
"512",0,3,1,0,0,0,0,0,1,3,1
"513",1,1,1,0,0,5,0,0,1,4,1
"514",1,1,0,1,0,0,1,1,0,5,1
"515",0,3,1,0,0,0,0,0,1,3,1
"516",0,1,1,0,0,4,0,0,1,5,1
"517",1,2,0,0,0,6,0,0,1,4,1
"518",0,3,1,0,0,0,2,0,1,3,1
"519",1,2,0,1,0,0,0,1,0,4,1
"520",0,3,1,0,0,0,0,0,1,4,1
"521",1,1,0,0,0,2,0,0,1,3,2
"522",0,3,1,0,0,0,0,0,1,3,1
"523",0,3,1,0,0,0,1,0,1,3,1
"524",1,1,0,0,1,2,1,1,0,4,1
"525",0,3,1,0,0,0,1,0,1,3,1
"526",0,3,1,0,0,0,2,0,1,4,1
"527",1,2,0,0,0,0,0,0,1,5,1
"528",0,1,1,0,0,3,0,0,1,3,3
"529",0,3,1,0,0,0,0,0,1,4,1
"530",0,2,1,2,1,0,0,3,0,3,1
"531",1,2,0,1,1,0,0,2,0,1,1
"532",0,3,1,0,0,0,1,0,1,3,1
"533",0,3,1,1,1,0,1,2,0,3,1
"534",1,3,0,0,2,0,1,2,0,3,1
"535",0,3,0,0,0,0,0,0,1,3,1
"536",1,2,0,0,2,0,0,2,0,2,1
"537",0,1,1,0,0,2,0,0,1,4,1
"538",1,1,0,0,0,0,1,0,1,3,2
"539",0,3,1,0,0,0,0,0,1,3,1
"540",1,1,0,0,2,2,1,2,0,3,1
"541",1,1,0,0,2,2,0,2,0,4,1
"542",0,3,0,4,2,0,0,6,0,2,1
"543",0,3,0,4,2,0,0,6,0,2,1
"544",1,2,1,1,0,0,0,1,0,4,1
"545",0,1,1,1,0,3,1,1,0,5,2
"546",0,1,1,0,0,0,0,0,1,6,1
"547",1,2,0,1,0,0,0,1,0,3,1
"548",1,2,1,0,0,0,1,0,1,3,1
"549",0,3,1,1,1,0,0,2,0,4,1
"550",1,2,1,1,1,0,0,2,0,2,1
"551",1,1,1,0,2,3,1,2,0,3,2
"552",0,2,1,0,0,0,0,0,1,3,1
"553",0,3,1,0,0,0,2,0,1,3,1
"554",1,3,1,0,0,0,1,0,1,3,1
"555",1,3,0,0,0,0,0,0,1,3,1
"556",0,1,1,0,0,0,0,0,1,6,1
"557",1,1,0,1,0,1,1,1,0,5,1
"558",0,1,1,0,0,0,1,0,1,3,3
"559",1,1,0,1,1,5,0,2,0,4,1
"560",1,3,0,1,0,0,0,1,0,4,1
"561",0,3,1,0,0,0,2,0,1,3,1
"562",0,3,1,0,0,0,0,0,1,4,1
"563",0,2,1,0,0,0,0,0,1,3,1
"564",0,3,1,0,0,0,0,0,1,3,1
"565",0,3,0,0,0,0,0,0,1,3,1
"566",0,3,1,2,0,0,0,2,0,3,1
"567",0,3,1,0,0,0,0,0,1,3,1
"568",0,3,0,0,4,0,0,4,0,3,1
"569",0,3,1,0,0,0,1,0,1,3,1
"570",1,3,1,0,0,0,0,0,1,4,1
"571",1,2,1,0,0,0,0,0,1,6,1
"572",1,1,0,2,0,3,0,2,0,5,1
"573",1,1,1,0,0,5,0,0,1,4,1
"574",1,3,0,0,0,0,2,0,1,3,1
"575",0,3,1,0,0,0,0,0,1,2,1
"576",0,3,1,0,0,0,0,0,1,3,1
"577",1,2,0,0,0,0,0,0,1,4,1
"578",1,1,0,1,0,5,0,1,0,4,1
"579",0,3,0,1,0,0,1,1,0,3,1
"580",1,3,1,0,0,0,0,0,1,4,1
"581",1,2,0,1,1,0,0,2,0,3,1
"582",1,1,0,1,1,3,1,2,0,4,2
"583",0,2,1,0,0,0,0,0,1,5,1
"584",0,1,1,0,0,1,1,0,1,4,1
"585",0,3,1,0,0,0,1,0,1,3,1
"586",1,1,0,0,2,5,0,2,0,3,1
"587",0,2,1,0,0,0,0,0,1,5,1
"588",1,1,1,1,1,2,1,2,0,5,1
"589",0,3,1,0,0,0,0,0,1,3,1
"590",0,3,1,0,0,0,0,0,1,3,1
"591",0,3,1,0,0,0,0,0,1,4,1
"592",1,1,0,1,0,4,1,1,0,5,1
"593",0,3,1,0,0,0,0,0,1,5,1
"594",0,3,0,0,2,0,2,2,0,3,1
"595",0,2,1,1,0,0,0,1,0,4,1
"596",0,3,1,1,1,0,0,2,0,4,1
"597",1,2,0,0,0,0,0,0,1,3,1
"598",0,3,1,0,0,0,0,0,1,5,1
"599",0,3,1,0,0,0,1,0,1,3,1
"600",1,1,1,1,0,1,1,1,0,5,1
"601",1,2,0,2,1,0,0,3,0,3,1
"602",0,3,1,0,0,0,0,0,1,3,1
"603",0,1,1,0,0,0,0,0,1,3,1
"604",0,3,1,0,0,0,0,0,1,4,1
"605",1,1,1,0,0,0,1,0,1,4,1
"606",0,3,1,1,0,0,0,1,0,4,1
"607",0,3,1,0,0,0,0,0,1,3,1
"608",1,1,1,0,0,0,0,0,1,3,1
"609",1,2,0,1,2,0,1,3,0,3,1
"610",1,1,0,0,0,3,0,0,1,4,2
"611",0,3,0,1,5,0,0,6,0,4,1
"612",0,3,1,0,0,0,0,0,1,3,1
"613",1,3,0,1,0,0,2,1,0,3,1
"614",0,3,1,0,0,0,2,0,1,3,1
"615",0,3,1,0,0,0,0,0,1,4,1
"616",1,2,0,1,2,0,0,3,0,3,1
"617",0,3,1,1,1,0,0,2,0,4,1
"618",0,3,0,1,0,0,0,1,0,3,1
"619",1,2,0,2,1,6,0,3,0,2,1
"620",0,2,1,0,0,0,0,0,1,3,1
"621",0,3,1,1,0,0,1,1,0,3,1
"622",1,1,1,1,0,4,0,1,0,4,1
"623",1,3,1,1,1,0,1,2,0,3,1
"624",0,3,1,0,0,0,0,0,1,3,1
"625",0,3,1,0,0,0,0,0,1,3,1
"626",0,1,1,0,0,4,0,0,1,6,1
"627",0,2,1,0,0,0,2,0,1,5,1
"628",1,1,0,0,0,4,0,0,1,3,1
"629",0,3,1,0,0,0,0,0,1,3,1
"630",0,3,1,0,0,0,2,0,1,3,1
"631",1,1,1,0,0,1,0,0,1,6,1
"632",0,3,1,0,0,0,0,0,1,5,1
"633",1,1,1,0,0,2,1,0,1,4,1
"634",0,1,1,0,0,0,0,0,1,3,1
"635",0,3,0,3,2,0,0,5,0,2,1
"636",1,2,0,0,0,0,0,0,1,3,1
"637",0,3,1,0,0,0,0,0,1,4,1
"638",0,2,1,1,1,0,0,2,0,4,1
"639",0,3,0,0,5,0,0,5,0,4,1
"640",0,3,1,1,0,0,0,1,0,3,1
"641",0,3,1,0,0,0,0,0,1,3,1
"642",1,1,0,0,0,2,1,0,1,3,1
"643",0,3,0,3,2,0,0,5,0,1,1
"644",1,3,1,0,0,0,0,0,1,3,1
"645",1,3,0,2,1,0,1,3,0,1,1
"646",1,1,1,1,0,4,1,1,0,5,1
"647",0,3,1,0,0,0,0,0,1,3,1
"648",1,1,1,0,0,1,1,0,1,5,1
"649",0,3,1,0,0,0,0,0,1,3,1
"650",1,3,0,0,0,0,0,0,1,3,1
"651",0,3,1,0,0,0,0,0,1,3,1
"652",1,2,0,0,1,0,0,1,0,3,1
"653",0,3,1,0,0,0,0,0,1,3,1
"654",1,3,0,0,0,0,2,0,1,3,1
"655",0,3,0,0,0,0,2,0,1,3,1
"656",0,2,1,2,0,0,0,2,0,3,1
"657",0,3,1,0,0,0,0,0,1,3,1
"658",0,3,0,1,1,0,2,2,0,4,1
"659",0,2,1,0,0,0,0,0,1,3,1
"660",0,1,1,0,2,4,1,2,0,5,2
"661",1,1,1,2,0,0,0,2,0,5,2
"662",0,3,1,0,0,0,1,0,1,4,1
"663",0,1,1,0,0,5,0,0,1,5,1
"664",0,3,1,0,0,0,0,0,1,4,1
"665",1,3,1,1,0,0,0,1,0,3,1
"666",0,2,1,2,0,0,0,2,0,4,1
"667",0,2,1,0,0,0,0,0,1,3,1
"668",0,3,1,0,0,0,0,0,1,3,1
"669",0,3,1,0,0,0,0,0,1,4,1
"670",1,1,0,1,0,3,0,1,0,3,1
"671",1,2,0,1,1,0,0,2,0,4,1
"672",0,1,1,1,0,2,0,1,0,4,1
"673",0,2,1,0,0,0,0,0,1,6,1
"674",1,2,1,0,0,0,0,0,1,4,1
"675",0,2,1,0,0,0,0,0,1,3,1
"676",0,3,1,0,0,0,0,0,1,3,1
"677",0,3,1,0,0,0,0,0,1,3,1
"678",1,3,0,0,0,0,0,0,1,3,1
"679",0,3,0,1,6,0,0,7,0,4,1
"680",1,1,1,0,1,2,1,1,0,4,6
"681",0,3,0,0,0,0,2,0,1,3,1
"682",1,1,1,0,0,4,1,0,1,3,1
"683",0,3,1,0,0,0,0,0,1,3,1
"684",0,3,1,5,2,0,0,7,0,2,1
"685",0,2,1,1,1,0,0,2,0,5,1
"686",0,2,1,1,2,0,1,3,0,3,1
"687",0,3,1,4,1,0,0,5,0,2,1
"688",0,3,1,0,0,0,0,0,1,3,1
"689",0,3,1,0,0,0,0,0,1,3,1
"690",1,1,0,0,1,2,0,1,0,2,3
"691",1,1,1,1,0,2,0,1,0,4,1
"692",1,3,0,0,1,0,1,1,0,2,1
"693",1,3,1,0,0,0,0,0,1,3,1
"694",0,3,1,0,0,0,1,0,1,3,1
"695",0,1,1,0,0,0,0,0,1,5,1
"696",0,2,1,0,0,0,0,0,1,5,1
"697",0,3,1,0,0,0,0,0,1,4,1
"698",1,3,0,0,0,0,2,0,1,3,1
"699",0,1,1,1,1,3,1,2,0,5,2
"700",0,3,1,0,0,6,0,0,1,4,1
"701",1,1,0,1,0,3,1,1,0,3,3
"702",1,1,1,0,0,5,0,0,1,4,1
"703",0,3,0,0,1,0,1,1,0,3,1
"704",0,3,1,0,0,0,2,0,1,3,1
"705",0,3,1,1,0,0,0,1,0,3,1
"706",0,2,1,0,0,0,0,0,1,4,1
"707",1,2,0,0,0,0,0,0,1,4,1
"708",1,1,1,0,0,5,0,0,1,4,1
"709",1,1,0,0,0,0,0,0,1,3,2
"710",1,3,1,1,1,0,1,2,0,3,1
"711",1,1,0,0,0,3,1,0,1,3,1
"712",0,1,1,0,0,3,0,0,1,3,1
"713",1,1,1,1,0,3,0,1,0,5,1
"714",0,3,1,0,0,0,0,0,1,3,1
"715",0,2,1,0,0,0,0,0,1,5,1
"716",0,3,1,0,0,6,0,0,1,3,1
"717",1,1,0,0,0,3,1,0,1,4,3
"718",1,2,0,0,0,5,0,0,1,3,1
"719",0,3,1,0,0,0,2,0,1,3,1
"720",0,3,1,0,0,0,0,0,1,4,1
"721",1,2,0,0,1,0,0,1,0,2,1
"722",0,3,1,1,0,0,0,1,0,3,1
"723",0,2,1,0,0,0,0,0,1,4,1
"724",0,2,1,0,0,0,0,0,1,5,1
"725",1,1,1,1,0,5,0,1,0,3,1
"726",0,3,1,0,0,0,0,0,1,3,1
"727",1,2,0,3,0,0,0,3,0,3,1
"728",1,3,0,0,0,0,2,0,1,3,1
"729",0,2,1,1,0,0,0,1,0,3,1
"730",0,3,0,1,0,0,0,1,0,3,1
"731",1,1,0,0,0,2,0,0,1,3,3
"732",0,3,1,0,0,0,1,0,1,2,1
"733",0,2,1,0,0,0,0,0,1,3,1
"734",0,2,1,0,0,0,0,0,1,3,1
"735",0,2,1,0,0,0,0,0,1,3,1
"736",0,3,1,0,0,0,0,0,1,3,1
"737",0,3,0,1,3,0,0,4,0,5,1
"738",1,1,1,0,0,2,1,0,1,4,6
"739",0,3,1,0,0,0,0,0,1,3,1
"740",0,3,1,0,0,0,0,0,1,3,1
"741",1,1,1,0,0,4,0,0,1,3,1
"742",0,1,1,1,0,3,0,1,0,4,1
"743",1,1,0,2,2,2,1,4,0,3,4
"744",0,3,1,1,0,0,0,1,0,3,1
"745",1,3,1,0,0,0,0,0,1,4,1
"746",0,1,1,1,1,2,0,2,0,6,1
"747",0,3,1,1,1,0,0,2,0,2,1
"748",1,2,0,0,0,0,0,0,1,3,1
"749",0,1,1,1,0,4,0,1,0,3,1
"750",0,3,1,0,0,0,2,0,1,4,1
"751",1,2,0,1,1,0,0,2,0,2,1
"752",1,3,1,0,1,5,0,1,0,2,1
"753",0,3,1,0,0,0,0,0,1,4,1
"754",0,3,1,0,0,0,0,0,1,3,1
"755",1,2,0,1,2,0,0,3,0,5,1
"756",1,2,1,1,1,0,0,2,0,1,1
"757",0,3,1,0,0,0,0,0,1,3,1
"758",0,2,1,0,0,0,0,0,1,3,1
"759",0,3,1,0,0,0,0,0,1,4,1
"760",1,1,0,0,0,2,0,0,1,4,2
"761",0,3,1,0,0,0,0,0,1,3,1
"762",0,3,1,0,0,0,0,0,1,4,1
"763",1,3,1,0,0,0,1,0,1,3,1
"764",1,1,0,1,2,2,0,3,0,4,2
"765",0,3,1,0,0,0,0,0,1,2,1
"766",1,1,0,1,0,4,0,1,0,5,1
"767",0,1,1,0,0,0,1,0,1,3,1
"768",0,3,0,0,0,0,2,0,1,3,1
"769",0,3,1,1,0,0,2,1,0,3,1
"770",0,3,1,0,0,0,0,0,1,4,1
"771",0,3,1,0,0,0,0,0,1,3,1
"772",0,3,1,0,0,0,0,0,1,5,1
"773",0,2,0,0,0,5,0,0,1,5,1
"774",0,3,1,0,0,0,1,0,1,3,1
"775",1,2,0,1,3,0,0,4,0,5,1
"776",0,3,1,0,0,0,0,0,1,3,1
"777",0,3,1,0,0,6,2,0,1,3,1
"778",1,3,0,0,0,0,0,0,1,2,1
"779",0,3,1,0,0,0,2,0,1,3,1
"780",1,1,0,0,1,2,0,1,0,4,3
"781",1,3,0,0,0,0,1,0,1,2,1
"782",1,1,0,1,0,2,0,1,0,3,1
"783",0,1,1,0,0,4,0,0,1,3,1
"784",0,3,1,1,2,0,0,3,0,3,1
"785",0,3,1,0,0,0,0,0,1,3,1
"786",0,3,1,0,0,0,0,0,1,3,1
"787",1,3,0,0,0,0,0,0,1,3,1
"788",0,3,1,4,1,0,2,5,0,2,1
"789",1,3,1,1,2,0,0,3,0,1,1
"790",0,1,1,0,0,2,1,0,1,5,1
"791",0,3,1,0,0,0,2,0,1,3,1
"792",0,2,1,0,0,0,0,0,1,2,1
"793",0,3,0,8,2,0,0,10,0,3,1
"794",0,1,1,0,0,0,1,0,1,3,1
"795",0,3,1,0,0,0,0,0,1,3,1
"796",0,2,1,0,0,0,0,0,1,4,1
"797",1,1,0,0,0,4,0,0,1,5,1
"798",1,3,0,0,0,0,0,0,1,4,1
"799",0,3,1,0,0,0,1,0,1,3,1
"800",0,3,0,1,1,0,0,2,0,3,1
"801",0,2,1,0,0,0,0,0,1,4,1
"802",1,2,0,1,1,0,0,2,0,4,1
"803",1,1,1,1,2,2,0,3,0,2,2
"804",1,3,1,0,1,0,1,1,0,1,1
"805",1,3,1,0,0,0,0,0,1,3,1
"806",0,3,1,0,0,0,0,0,1,4,1
"807",0,1,1,0,0,1,0,0,1,4,1
"808",0,3,0,0,0,0,0,0,1,3,1
"809",0,2,1,0,0,0,0,0,1,4,1
"810",1,1,0,1,0,5,0,1,0,4,1
"811",0,3,1,0,0,0,0,0,1,3,1
"812",0,3,1,0,0,0,0,0,1,4,1
"813",0,2,1,0,0,0,0,0,1,4,1
"814",0,3,0,4,2,0,0,6,0,2,1
"815",0,3,1,0,0,0,0,0,1,3,1
"816",0,1,1,0,0,2,0,0,1,3,1
"817",0,3,0,0,0,0,0,0,1,3,1
"818",0,2,1,1,1,0,1,2,0,4,1
"819",0,3,1,0,0,0,0,0,1,4,1
"820",0,3,1,3,2,0,0,5,0,2,1
"821",1,1,0,1,1,2,0,2,0,5,2
"822",1,3,1,0,0,0,0,0,1,3,1
"823",0,1,1,0,0,0,0,0,1,4,1
"824",1,3,0,0,1,5,0,1,0,3,1
"825",0,3,1,4,1,0,0,5,0,1,1
"826",0,3,1,0,0,0,2,0,1,3,1
"827",0,3,1,0,0,0,0,0,1,3,1
"828",1,2,1,0,2,0,1,2,0,1,1
"829",1,3,1,0,0,0,2,0,1,3,1
"830",1,1,0,0,0,2,0,0,1,6,1
"831",1,3,0,1,0,0,1,1,0,2,1
"832",1,2,1,1,1,0,0,2,0,1,1
"833",0,3,1,0,0,0,1,0,1,3,1
"834",0,3,1,0,0,0,0,0,1,3,1
"835",0,3,1,0,0,0,0,0,1,3,1
"836",1,1,0,1,1,5,1,2,0,4,1
"837",0,3,1,0,0,0,0,0,1,3,1
"838",0,3,1,0,0,0,0,0,1,3,1
"839",1,3,1,0,0,0,0,0,1,4,1
"840",1,1,1,0,0,3,1,0,1,3,1
"841",0,3,1,0,0,0,0,0,1,3,1
"842",0,2,1,0,0,0,0,0,1,2,1
"843",1,1,0,0,0,0,1,0,1,3,1
"844",0,3,1,0,0,0,1,0,1,4,1
"845",0,3,1,0,0,0,0,0,1,3,1
"846",0,3,1,0,0,0,0,0,1,4,1
"847",0,3,1,8,2,0,0,10,0,3,1
"848",0,3,1,0,0,0,1,0,1,4,1
"849",0,2,1,0,1,0,0,1,0,3,1
"850",1,1,0,1,0,3,1,1,0,3,2
"851",0,3,1,4,2,0,0,6,0,2,1
"852",0,3,1,0,0,0,0,0,1,6,1
"853",0,3,0,1,1,0,1,2,0,2,1
"854",1,1,0,0,1,4,0,1,0,2,1
"855",0,2,0,1,0,0,0,1,0,4,1
"856",1,3,0,0,1,0,0,1,0,3,1
"857",1,1,0,1,1,0,0,2,0,4,2
"858",1,1,1,0,0,5,0,0,1,5,1
"859",1,3,0,0,3,0,1,3,0,3,1
"860",0,3,1,0,0,0,1,0,1,3,1
"861",0,3,1,2,0,0,0,2,0,4,1
"862",0,2,1,1,0,0,0,1,0,3,1
"863",1,1,0,0,0,4,0,0,1,5,1
"864",0,3,0,8,2,0,0,10,0,3,1
"865",0,2,1,0,0,0,0,0,1,3,1
"866",1,2,0,0,0,0,0,0,1,4,1
"867",1,2,0,1,0,0,1,1,0,3,1
"868",0,1,1,0,0,1,0,0,1,4,1
"869",0,3,1,0,0,0,0,0,1,3,1
"870",1,3,1,1,1,0,0,2,0,2,1
"871",0,3,1,0,0,0,0,0,1,3,1
"872",1,1,0,1,1,4,0,2,0,5,1
"873",0,1,1,0,0,2,0,0,1,4,1
"874",0,3,1,0,0,0,0,0,1,5,1
"875",1,2,0,1,0,0,1,1,0,3,1
"876",1,3,0,0,0,0,1,0,1,2,1
"877",0,3,1,0,0,0,0,0,1,3,1
"878",0,3,1,0,0,0,0,0,1,3,1
"879",0,3,1,0,0,0,0,0,1,3,1
"880",1,1,0,0,1,3,1,1,0,5,1
"881",1,2,0,0,1,0,0,1,0,3,1
"882",0,3,1,0,0,0,0,0,1,4,1
"883",0,3,0,0,0,0,0,0,1,3,1
"884",0,2,1,0,0,0,0,0,1,3,1
"885",0,3,1,0,0,0,0,0,1,3,1
"886",0,3,0,0,5,0,2,5,0,4,1
"887",0,2,1,0,0,0,0,0,1,3,1
"888",1,1,0,0,0,2,0,0,1,3,1
"889",0,3,0,1,2,0,0,3,0,3,1
"890",1,1,1,0,0,3,1,0,1,3,1
"891",0,3,1,0,0,0,2,0,1,4,1
